,Survived,Pclass,Sex,Age,Fare,Cabin,Embarked,Title,FamilySize
464,0,3,0,2.0,0.0,2.0,0,0.0,0.0
465,0,3,0,3.0,0.0,2.0,0,0.0,0.0
466,0,2,0,2.0,0.0,1.8,0,0.0,0.0
467,0,1,0,3.0,2.0,0.8,0,0.0,0.0
468,0,3,0,2.0,0.0,2.0,2,0.0,0.0
469,1,3,1,0.0,2.0,2.0,1,1.0,1.2
470,0,3,0,2.0,0.0,2.0,0,0.0,0.0
471,0,3,0,3.0,0.0,2.0,0,0.0,0.0
472,1,2,1,2.0,4.0,1.8,0,2.0,1.2
473,1,2,1,1.0,1.0,1.2,1,2.0,0.0
474,0,3,1,1.0,1.0,2.0,0,1.0,0.0
475,0,1,0,2.0,4.0,0.0,0,0.0,0.0
476,0,2,0,2.0,2.0,1.8,0,0.0,0.4
477,0,3,0,2.0,0.0,2.0,0,0.0,0.4
478,0,3,0,1.0,0.0,2.0,0,0.0,0.0
479,1,3,1,0.0,1.0,2.0,0,1.0,0.4
480,0,3,0,0.0,4.0,2.0,0,3.0,2.8
481,0,2,0,2.0,0.0,1.8,0,0.0,0.0
482,0,3,0,3.0,0.0,2.0,0,0.0,0.0
483,1,3,1,3.0,1.0,2.0,0,2.0,0.0
484,1,1,0,1.0,4.0,0.4,1,0.0,0.4
485,0,3,1,1.0,2.0,2.0,0,1.0,1.6
486,1,1,1,2.0,4.0,0.8,0,2.0,0.4
487,0,1,0,3.0,3.0,0.4,1,0.0,0.0
488,0,3,0,2.0,0.0,2.0,0,0.0,0.0
489,1,3,0,0.0,1.0,2.0,0,3.0,0.8
490,0,3,0,2.0,2.0,2.0,0,0.0,0.4
491,0,3,0,1.0,0.0,2.0,0,0.0,0.0
492,0,1,0,3.0,3.0,0.8,0,0.0,0.0
493,0,1,0,4.0,4.0,0.8,1,0.0,0.0
494,0,3,0,1.0,0.0,2.0,0,0.0,0.0
495,0,3,0,2.0,1.0,2.0,1,0.0,0.0
496,1,1,1,3.0,4.0,1.2,1,1.0,0.4
497,0,3,0,2.0,1.0,2.0,0,0.0,0.0
498,0,1,1,1.0,4.0,0.8,0,2.0,1.2
499,0,3,0,1.0,0.0,2.0,0,0.0,0.0
500,0,3,0,1.0,0.0,2.0,0,0.0,0.0
501,0,3,1,1.0,0.0,2.0,2,1.0,0.0
502,0,3,1,1.0,0.0,2.0,2,1.0,0.0
503,0,3,1,3.0,1.0,2.0,0,1.0,0.0
504,1,1,1,0.0,4.0,0.4,0,1.0,0.0
505,0,1,0,1.0,4.0,0.8,1,0.0,0.4
506,1,2,1,2.0,2.0,1.8,0,2.0,0.8
507,1,1,0,2.0,2.0,0.8,0,0.0,0.0
508,0,3,0,2.0,2.0,2.0,0,0.0,0.0
509,1,3,0,1.0,4.0,2.0,0,0.0,0.0
510,1,3,0,2.0,0.0,2.0,2,0.0,0.0
511,0,3,0,2.0,0.0,2.0,0,0.0,0.0
512,1,1,0,2.0,2.0,1.6,0,0.0,0.0
513,1,1,1,3.0,4.0,0.8,1,2.0,0.4
514,0,3,0,1.0,0.0,2.0,0,0.0,0.0
515,0,1,0,3.0,3.0,1.2,0,0.0,0.0
516,1,2,1,2.0,1.0,2.0,0,2.0,0.0
517,0,3,0,2.0,2.0,2.0,2,0.0,0.0
518,1,2,1,2.0,2.0,1.8,0,2.0,0.4
519,0,3,0,2.0,0.0,2.0,0,0.0,0.0
520,1,1,1,2.0,4.0,0.4,0,1.0,0.0
521,0,3,0,1.0,0.0,2.0,0,0.0,0.0
522,0,3,0,2.0,0.0,2.0,1,0.0,0.0
523,1,1,1,3.0,4.0,0.4,1,2.0,0.4
524,0,3,0,2.0,0.0,2.0,1,0.0,0.0
525,0,3,0,3.0,0.0,2.0,2,0.0,0.0
526,1,2,1,3.0,1.0,1.8,0,1.0,0.0
527,0,1,0,2.0,4.0,0.8,0,0.0,0.0
528,0,3,0,3.0,0.0,2.0,0,0.0,0.0
529,0,2,0,1.0,1.0,1.8,0,0.0,1.2
530,1,2,1,0.0,2.0,1.8,0,1.0,0.8
531,0,3,0,2.0,0.0,2.0,1,0.0,0.0
532,0,3,0,1.0,0.0,2.0,1,0.0,0.8
533,1,3,1,2.0,2.0,2.0,1,2.0,0.8
534,0,3,1,2.0,0.0,2.0,0,1.0,0.0
535,1,2,1,0.0,2.0,1.8,0,1.0,0.8
536,0,1,0,3.0,2.0,0.4,0,3.0,0.0
537,1,1,1,2.0,4.0,0.8,1,1.0,0.0
538,0,3,0,2.0,1.0,2.0,0,0.0,0.0
539,1,1,1,1.0,4.0,0.4,1,1.0,0.8
540,1,1,1,2.0,4.0,0.4,0,1.0,0.8
541,0,3,1,0.0,3.0,2.0,0,1.0,2.4
542,0,3,1,0.0,3.0,2.0,0,1.0,2.4
543,1,2,0,2.0,2.0,1.8,0,0.0,0.4
544,0,1,0,3.0,4.0,0.8,1,0.0,0.4
545,0,1,0,3.0,2.0,0.8,0,0.0,0.0
546,1,2,1,1.0,2.0,1.8,0,2.0,0.4
547,1,2,0,2.0,1.0,1.8,1,0.0,0.0
548,0,3,0,2.0,2.0,2.0,0,0.0,0.8
549,1,2,0,0.0,3.0,1.8,0,3.0,0.8
550,1,1,0,1.0,4.0,0.8,1,0.0,0.8
551,0,2,0,2.0,2.0,1.8,0,0.0,0.0
552,0,3,0,2.0,0.0,2.0,2,0.0,0.0
553,1,3,0,1.0,0.0,2.0,1,0.0,0.0
554,1,3,1,1.0,0.0,2.0,0,1.0,0.0
555,0,1,0,3.0,2.0,0.8,0,0.0,0.0
556,1,1,1,3.0,4.0,0.0,1,3.0,0.4
557,0,1,0,2.0,4.0,0.8,1,0.0,0.0
558,1,1,1,3.0,4.0,1.6,0,2.0,0.8
559,1,3,1,2.0,4.0,2.0,0,2.0,0.4
560,0,3,0,2.0,0.0,2.0,2,0.0,0.0
561,0,3,0,3.0,0.0,2.0,0,0.0,0.0
562,0,2,0,2.0,1.0,1.8,0,0.0,0.0
563,0,3,0,2.0,0.0,2.0,0,0.0,0.0
564,0,3,1,1.0,0.0,2.0,0,1.0,0.0
565,0,3,0,1.0,2.0,2.0,0,0.0,0.8
566,0,3,0,1.0,0.0,2.0,0,0.0,0.0
567,0,3,1,2.0,2.0,2.0,0,2.0,1.6
568,0,3,0,2.0,0.0,2.0,1,0.0,0.0
569,1,3,0,2.0,0.0,2.0,0,0.0,0.0
570,1,2,0,3.0,1.0,1.8,0,0.0,0.0
571,1,1,1,3.0,4.0,0.8,0,2.0,0.8
572,1,1,0,2.0,2.0,1.6,0,0.0,0.0
573,1,3,1,1.0,0.0,2.0,2,1.0,0.0
574,0,3,0,0.0,0.0,2.0,0,0.0,0.0
575,0,3,0,1.0,1.0,2.0,0,0.0,0.0
576,1,2,1,2.0,1.0,1.8,0,1.0,0.0
577,1,1,1,3.0,4.0,1.6,0,2.0,0.4
578,0,3,1,2.0,1.0,2.0,1,2.0,0.4
579,1,3,0,2.0,0.0,2.0,0,0.0,0.0
580,1,2,1,1.0,3.0,1.8,0,1.0,0.8
581,1,1,1,3.0,4.0,0.8,1,2.0,0.8
582,0,2,0,3.0,2.0,1.8,0,0.0,0.0
583,0,1,0,2.0,4.0,0.0,1,0.0,0.0
584,0,3,0,2.0,0.0,2.0,1,0.0,0.0
585,1,1,1,1.0,4.0,1.6,0,1.0,0.8
586,0,2,0,3.0,1.0,1.8,0,0.0,0.0
587,1,1,0,3.0,4.0,0.4,1,0.0,0.8
588,0,3,0,1.0,0.0,2.0,0,0.0,0.0
589,0,3,0,2.0,0.0,2.0,0,0.0,0.0
590,0,3,0,2.0,0.0,2.0,0,0.0,0.0
591,1,1,1,3.0,4.0,1.2,1,2.0,0.4
592,0,3,0,3.0,0.0,2.0,0,0.0,0.0
593,0,3,1,1.0,0.0,2.0,2,1.0,0.8
594,0,2,0,3.0,2.0,1.8,0,0.0,0.4
595,0,3,0,2.0,2.0,2.0,0,0.0,0.8
596,1,2,1,1.0,3.0,1.8,0,1.0,0.0
597,0,3,0,3.0,0.0,2.0,0,0.0,0.0
598,0,3,0,2.0,0.0,2.0,1,0.0,0.0
599,1,1,0,3.0,4.0,0.0,1,3.0,0.4
600,1,2,1,1.0,2.0,1.8,0,2.0,1.2
601,0,3,0,2.0,0.0,2.0,0,0.0,0.0
602,0,1,0,2.0,4.0,0.8,0,0.0,0.0
603,0,3,0,3.0,0.0,2.0,0,0.0,0.0
604,1,1,0,2.0,2.0,0.8,1,0.0,0.0
605,0,3,0,2.0,1.0,2.0,0,0.0,0.4
606,0,3,0,2.0,0.0,2.0,0,0.0,0.0
607,1,1,0,2.0,3.0,0.8,0,0.0,0.0
608,1,2,1,1.0,4.0,1.8,1,2.0,1.2
609,1,1,1,3.0,4.0,0.8,0,1.0,0.0
610,0,3,1,3.0,3.0,2.0,0,2.0,2.4
611,0,3,0,2.0,0.0,2.0,0,0.0,0.0
612,1,3,1,1.0,1.0,2.0,2,1.0,0.4
613,0,3,0,2.0,0.0,2.0,2,0.0,0.0
614,0,3,0,2.0,0.0,2.0,0,0.0,0.0
615,1,2,1,1.0,4.0,1.8,0,1.0,1.2
616,0,3,0,2.0,1.0,2.0,0,0.0,0.8
617,0,3,1,1.0,1.0,2.0,0,2.0,0.4
618,1,2,1,0.0,4.0,2.0,0,1.0,1.2
619,0,2,0,1.0,1.0,1.8,0,0.0,0.0
620,0,3,0,2.0,1.0,2.0,1,0.0,0.4
621,1,1,0,3.0,4.0,1.2,0,0.0,0.4
622,1,3,0,1.0,1.0,2.0,1,0.0,0.8
623,0,3,0,1.0,0.0,2.0,0,0.0,0.0
624,0,3,0,1.0,1.0,2.0,0,0.0,0.0
625,0,1,0,3.0,3.0,1.2,0,0.0,0.0
626,0,2,0,3.0,1.0,1.8,2,3.0,0.0
627,1,1,1,1.0,4.0,1.2,0,1.0,0.0
628,0,3,0,1.0,0.0,2.0,0,0.0,0.0
629,0,3,0,2.0,0.0,2.0,2,0.0,0.0
630,1,1,0,4.0,3.0,0.0,0,0.0,0.0
631,0,3,0,3.0,0.0,2.0,0,0.0,0.0
632,1,1,0,2.0,3.0,0.4,1,3.0,0.0
633,0,1,0,2.0,0.0,0.8,0,0.0,0.0
634,0,3,1,0.0,4.0,2.0,0,1.0,2.0
635,1,2,1,2.0,1.0,1.8,0,1.0,0.0
636,0,3,0,2.0,0.0,2.0,0,0.0,0.0
637,0,2,0,2.0,2.0,1.8,0,0.0,0.8
638,0,3,1,3.0,4.0,2.0,0,2.0,2.0
639,0,3,0,2.0,1.0,2.0,0,0.0,0.4
640,0,3,0,1.0,0.0,2.0,0,0.0,0.0
641,1,1,1,1.0,4.0,0.4,1,,0.0
642,0,3,1,0.0,4.0,2.0,0,1.0,2.0
643,1,3,0,2.0,4.0,2.0,0,0.0,0.0
644,1,3,1,0.0,2.0,2.0,1,1.0,1.2
645,1,1,0,3.0,4.0,1.2,1,0.0,0.4
646,0,3,0,1.0,0.0,2.0,0,0.0,0.0
647,1,1,0,3.0,3.0,0.0,1,3.0,0.0
648,0,3,0,2.0,0.0,2.0,0,0.0,0.0
649,1,3,1,1.0,0.0,2.0,0,1.0,0.0
650,0,3,0,2.0,0.0,2.0,0,0.0,0.0
651,1,2,1,1.0,2.0,1.8,0,1.0,0.4
652,0,3,0,1.0,0.0,2.0,0,0.0,0.0
653,1,3,1,1.0,0.0,2.0,2,1.0,0.0
654,0,3,1,1.0,0.0,2.0,2,1.0,0.0
655,0,2,0,1.0,4.0,1.8,0,0.0,0.8
656,0,3,0,2.0,0.0,2.0,0,0.0,0.0
657,0,3,1,2.0,1.0,2.0,2,2.0,0.8
658,0,2,0,1.0,1.0,1.8,0,0.0,0.0
659,0,1,0,3.0,4.0,1.2,1,0.0,0.8
660,1,1,0,3.0,4.0,0.8,0,3.0,0.8
661,0,3,0,3.0,0.0,2.0,1,0.0,0.0
662,0,1,0,3.0,2.0,1.6,0,0.0,0.0
663,0,3,0,2.0,0.0,2.0,0,0.0,0.0
664,1,3,0,1.0,0.0,2.0,0,0.0,0.4
665,0,2,0,2.0,4.0,1.8,0,0.0,0.8
666,0,2,0,1.0,1.0,1.8,0,0.0,0.0
667,0,3,0,2.0,0.0,2.0,0,0.0,0.0
668,0,3,0,3.0,0.0,2.0,0,0.0,0.0
669,1,1,1,2.0,4.0,0.8,0,2.0,0.4
670,1,2,1,3.0,4.0,1.8,0,2.0,0.8
671,0,1,0,2.0,4.0,0.4,0,0.0,0.4
672,0,2,0,4.0,1.0,1.8,0,0.0,0.0
673,1,2,0,2.0,1.0,1.8,0,0.0,0.0
674,0,2,0,2.0,0.0,1.8,0,0.0,0.0
675,0,3,0,1.0,0.0,2.0,0,0.0,0.0
676,0,3,0,1.0,0.0,2.0,0,0.0,0.0
677,1,3,1,1.0,1.0,2.0,0,1.0,0.0
678,0,3,1,3.0,4.0,2.0,0,2.0,2.8
679,1,1,0,2.0,4.0,0.4,1,0.0,0.4
680,0,3,1,1.0,0.0,2.0,2,1.0,0.0
681,1,1,0,2.0,4.0,1.2,1,0.0,0.0
682,0,3,0,1.0,1.0,2.0,0,0.0,0.0
683,0,3,0,0.0,4.0,2.0,0,0.0,2.8
684,0,2,0,3.0,4.0,1.8,0,0.0,0.8
685,0,2,0,1.0,4.0,1.8,1,0.0,1.2
686,0,3,0,0.0,4.0,2.0,0,0.0,2.0
687,0,3,0,1.0,1.0,2.0,0,0.0,0.0
688,0,3,0,1.0,0.0,2.0,0,0.0,0.0
689,1,1,1,0.0,4.0,0.4,0,1.0,0.4
690,1,1,0,2.0,4.0,0.4,0,0.0,0.4
691,1,3,1,0.0,1.0,2.0,1,1.0,0.4
692,1,3,0,2.0,4.0,2.0,0,0.0,0.0
693,0,3,0,1.0,0.0,2.0,1,0.0,0.0
694,0,1,0,3.0,2.0,0.8,0,3.0,0.0
695,0,2,0,3.0,1.0,1.8,0,0.0,0.0
696,0,3,0,3.0,0.0,2.0,0,0.0,0.0
697,1,3,1,1.0,0.0,2.0,2,1.0,0.0
698,0,1,0,3.0,4.0,0.8,1,0.0,0.8
699,0,3,0,3.0,0.0,2.0,0,0.0,0.0
700,1,1,1,1.0,4.0,0.8,1,2.0,0.4
701,1,1,0,2.0,2.0,1.6,0,0.0,0.0
702,0,3,1,1.0,1.0,2.0,1,1.0,0.4
703,0,3,0,1.0,0.0,2.0,2,0.0,0.0
704,0,3,0,1.0,0.0,2.0,0,0.0,0.4
705,0,2,0,3.0,2.0,1.8,0,0.0,0.0
706,1,2,1,3.0,1.0,1.8,0,2.0,0.0
707,1,1,0,3.0,2.0,1.6,0,0.0,0.0
708,1,1,1,1.0,4.0,0.8,0,1.0,0.0
709,1,3,0,0.0,1.0,2.0,1,3.0,0.8
710,1,1,1,1.0,4.0,0.8,1,,0.0
711,0,1,0,2.0,2.0,0.8,0,0.0,0.0
712,1,1,0,3.0,4.0,0.8,0,0.0,0.4
713,0,3,0,2.0,1.0,2.0,0,0.0,0.0
714,0,2,0,3.0,1.0,1.8,0,0.0,0.0
715,0,3,0,1.0,0.0,2.0,0,0.0,0.0
716,1,1,1,3.0,4.0,0.8,1,1.0,0.0
717,1,2,1,2.0,1.0,1.6,0,1.0,0.0
718,0,3,0,2.0,1.0,2.0,2,0.0,0.0
719,0,3,0,2.0,0.0,2.0,0,0.0,0.0
720,1,2,1,0.0,3.0,1.8,0,1.0,0.4
721,0,3,0,1.0,0.0,2.0,0,0.0,0.4
722,0,2,0,2.0,1.0,1.8,0,0.0,0.0
723,0,2,0,3.0,1.0,1.8,0,0.0,0.0
724,1,1,0,2.0,4.0,1.6,0,0.0,0.4
725,0,3,0,1.0,0.0,2.0,0,0.0,0.0
726,1,2,1,2.0,2.0,1.8,0,2.0,1.2
727,1,3,1,1.0,0.0,2.0,2,1.0,0.0
728,0,2,0,1.0,2.0,1.8,0,0.0,0.4
729,0,3,1,1.0,0.0,2.0,0,1.0,0.4
730,1,1,1,2.0,4.0,0.4,0,1.0,0.0
731,0,3,0,0.0,2.0,2.0,1,0.0,0.0
732,0,2,0,2.0,0.0,1.8,0,0.0,0.0
733,0,2,0,1.0,1.0,1.8,0,0.0,0.0
734,0,2,0,1.0,1.0,1.8,0,0.0,0.0
735,0,3,0,2.0,1.0,2.0,0,0.0,0.0
736,0,3,1,3.0,3.0,2.0,0,2.0,1.6
737,1,1,0,2.0,4.0,0.4,1,0.0,0.0
738,0,3,0,2.0,0.0,2.0,0,0.0,0.0
739,0,3,0,2.0,0.0,2.0,0,0.0,0.0
740,1,1,0,2.0,3.0,1.2,0,0.0,0.0
741,0,1,0,2.0,4.0,0.8,0,0.0,0.4
742,1,1,1,1.0,4.0,0.4,1,1.0,1.6
743,0,3,0,1.0,1.0,2.0,0,0.0,0.4
744,1,3,0,2.0,0.0,2.0,0,0.0,0.0
745,0,1,0,4.0,4.0,0.4,0,3.0,0.8
746,0,3,0,0.0,2.0,2.0,0,0.0,0.8
747,1,2,1,2.0,1.0,1.8,0,1.0,0.0
748,0,1,0,1.0,4.0,1.2,0,0.0,0.4
749,0,3,0,2.0,0.0,2.0,2,0.0,0.0
750,1,2,1,0.0,2.0,1.8,0,1.0,0.8
751,1,3,0,0.0,1.0,1.6,0,3.0,0.4
752,0,3,0,2.0,1.0,2.0,0,0.0,0.0
753,0,3,0,1.0,0.0,2.0,0,0.0,0.0
754,1,2,1,3.0,4.0,1.8,0,2.0,1.2
755,1,2,0,0.0,1.0,1.8,0,3.0,0.8
756,0,3,0,2.0,0.0,2.0,0,0.0,0.0
757,0,2,0,1.0,1.0,1.8,0,0.0,0.0
758,0,3,0,2.0,0.0,2.0,0,0.0,0.0
759,1,1,1,2.0,4.0,0.4,0,3.0,0.0
760,0,3,0,2.0,1.0,2.0,0,0.0,0.0
761,0,3,0,3.0,0.0,2.0,0,0.0,0.0
762,1,3,0,1.0,0.0,2.0,1,0.0,0.0
763,1,1,1,2.0,4.0,0.4,0,2.0,1.2
764,0,3,0,0.0,0.0,2.0,0,0.0,0.0
765,1,1,1,3.0,4.0,1.2,0,2.0,0.4
766,0,1,0,0.0,4.0,0.8,1,3.0,0.0
767,0,3,1,2.0,0.0,2.0,2,1.0,0.0
768,0,3,0,2.0,2.0,2.0,2,0.0,0.4
769,0,3,0,2.0,0.0,2.0,0,0.0,0.0
770,0,3,0,1.0,1.0,2.0,0,0.0,0.0
771,0,3,0,3.0,0.0,2.0,0,0.0,0.0
772,0,2,1,3.0,1.0,1.6,0,2.0,0.0
773,0,3,0,2.0,0.0,2.0,1,0.0,0.0
774,1,2,1,3.0,2.0,1.8,0,2.0,1.6
775,0,3,0,1.0,0.0,2.0,0,0.0,0.0
776,0,3,0,2.0,0.0,2.0,2,0.0,0.0
777,1,3,1,0.0,1.0,2.0,0,1.0,0.0
778,0,3,0,2.0,0.0,2.0,2,0.0,0.0
779,1,1,1,3.0,4.0,0.4,0,2.0,0.4
780,1,3,1,0.0,0.0,2.0,1,1.0,0.0
781,1,1,1,1.0,4.0,0.4,0,2.0,0.4
782,0,1,0,2.0,3.0,1.2,0,0.0,0.0
783,0,3,0,2.0,2.0,2.0,0,0.0,1.2
784,0,3,0,1.0,0.0,2.0,0,0.0,0.0
785,0,3,0,1.0,0.0,2.0,0,0.0,0.0
786,1,3,1,1.0,0.0,2.0,0,1.0,0.0
787,0,3,0,0.0,3.0,2.0,2,3.0,2.0
788,1,3,0,0.0,2.0,2.0,0,3.0,1.2
789,0,1,0,3.0,4.0,0.4,1,0.0,0.0
790,0,3,0,2.0,0.0,2.0,2,0.0,0.0
791,0,2,0,0.0,2.0,1.8,0,0.0,0.0
792,0,3,1,1.0,4.0,2.0,0,1.0,4.0
793,0,1,0,2.0,3.0,0.8,1,0.0,0.0
794,0,3,0,1.0,0.0,2.0,0,0.0,0.0
795,0,2,0,3.0,1.0,1.8,0,0.0,0.0
796,1,1,1,3.0,2.0,1.2,0,3.0,0.0
797,1,3,1,2.0,0.0,2.0,0,2.0,0.0
798,0,3,0,2.0,0.0,2.0,1,0.0,0.0
799,0,3,1,2.0,2.0,2.0,0,2.0,0.8
800,0,2,0,2.0,1.0,1.8,0,0.0,0.0
801,1,2,1,2.0,2.0,1.8,0,2.0,0.8
802,1,1,0,0.0,4.0,0.4,0,3.0,1.2
803,1,3,0,0.0,0.0,2.0,1,3.0,0.4
804,1,3,0,2.0,0.0,2.0,0,0.0,0.0
805,0,3,0,2.0,0.0,2.0,0,0.0,0.0
806,0,1,0,3.0,0.0,0.0,0,0.0,0.0
807,0,3,1,1.0,0.0,2.0,0,1.0,0.0
808,0,2,0,3.0,1.0,1.8,0,0.0,0.0
809,1,1,1,2.0,4.0,1.6,0,2.0,0.4
810,0,3,0,1.0,0.0,2.0,0,0.0,0.0
811,0,3,0,3.0,2.0,2.0,0,0.0,0.0
812,0,2,0,2.0,1.0,1.8,0,0.0,0.0
813,0,3,1,0.0,3.0,2.0,0,1.0,2.4
814,0,3,0,2.0,0.0,2.0,0,0.0,0.0
815,0,1,0,2.0,0.0,0.4,0,0.0,0.0
816,0,3,1,1.0,0.0,2.0,0,1.0,0.0
817,0,2,0,2.0,4.0,1.8,1,0.0,0.8
818,0,3,0,3.0,0.0,2.0,0,0.0,0.0
819,0,3,0,0.0,4.0,2.0,0,3.0,2.0
820,1,1,1,3.0,4.0,0.4,0,2.0,0.8
821,1,3,0,2.0,0.0,2.0,0,0.0,0.0
822,0,1,0,3.0,0.0,0.8,0,,0.0
823,1,3,1,2.0,1.0,1.6,0,2.0,0.4
824,0,3,0,0.0,4.0,2.0,0,3.0,2.0
825,0,3,0,2.0,0.0,2.0,2,0.0,0.0
826,0,3,0,2.0,4.0,2.0,0,0.0,0.0
827,1,2,0,0.0,4.0,1.8,1,3.0,0.8
828,1,3,0,2.0,0.0,2.0,2,0.0,0.0
829,1,1,1,3.0,4.0,0.4,0,2.0,0.0
830,1,3,1,0.0,1.0,2.0,1,2.0,0.4
831,1,2,0,0.0,2.0,1.8,0,3.0,0.8
832,0,3,0,2.0,0.0,2.0,1,0.0,0.0
833,0,3,0,1.0,0.0,2.0,0,0.0,0.0
834,0,3,0,1.0,0.0,2.0,0,0.0,0.0
835,1,1,1,3.0,4.0,1.6,1,1.0,0.8
836,0,3,0,1.0,0.0,2.0,0,0.0,0.0
837,0,3,0,2.0,0.0,2.0,0,0.0,0.0
838,1,3,0,2.0,4.0,2.0,0,0.0,0.0
839,1,1,0,2.0,3.0,0.8,1,0.0,0.0
840,0,3,0,1.0,0.0,2.0,0,0.0,0.0
841,0,2,0,0.0,1.0,1.8,0,0.0,0.0
842,1,1,1,2.0,3.0,0.8,1,1.0,0.0
843,0,3,0,2.0,0.0,2.0,1,0.0,0.0
844,0,3,0,1.0,0.0,2.0,0,0.0,0.0
845,0,3,0,3.0,0.0,2.0,0,0.0,0.0
846,0,3,0,2.0,4.0,2.0,0,0.0,4.0
847,0,3,0,2.0,0.0,2.0,1,0.0,0.0
848,0,2,0,2.0,3.0,1.8,0,3.0,0.4
849,1,1,1,2.0,4.0,0.8,1,2.0,0.4
850,0,3,0,0.0,3.0,2.0,0,3.0,2.4
851,0,3,0,4.0,0.0,2.0,0,0.0,0.0
852,0,3,1,0.0,1.0,2.0,1,1.0,0.8
853,1,1,1,0.0,4.0,1.2,0,1.0,0.4
854,0,2,1,3.0,2.0,1.8,0,2.0,0.4
855,1,3,1,1.0,1.0,2.0,0,2.0,0.4
856,1,1,1,3.0,4.0,0.8,0,2.0,0.8
857,1,1,0,3.0,2.0,1.6,0,0.0,0.0
858,1,3,1,1.0,2.0,2.0,1,2.0,1.2
859,0,3,0,2.0,0.0,2.0,1,0.0,0.0
860,0,3,0,3.0,1.0,2.0,0,0.0,0.8
861,0,2,0,1.0,1.0,1.8,0,0.0,0.4
862,1,1,1,3.0,2.0,1.2,0,2.0,0.0
863,0,3,1,1.0,4.0,2.0,0,1.0,4.0
864,0,2,0,1.0,1.0,1.8,0,0.0,0.0
865,1,2,1,3.0,1.0,1.8,0,2.0,0.0
866,1,2,1,2.0,1.0,1.8,1,1.0,0.4
867,0,1,0,2.0,4.0,0.0,0,0.0,0.0
868,0,3,0,2.0,1.0,2.0,0,0.0,0.0
869,1,3,0,0.0,1.0,2.0,0,3.0,0.8
870,0,3,0,1.0,0.0,2.0,0,0.0,0.0
871,1,1,1,3.0,4.0,1.2,0,2.0,0.8
872,0,1,0,2.0,0.0,0.4,0,0.0,0.0
873,0,3,0,3.0,1.0,2.0,0,0.0,0.0
874,1,2,1,2.0,2.0,1.8,1,2.0,0.4
875,1,3,1,0.0,0.0,2.0,1,1.0,0.0
876,0,3,0,1.0,1.0,2.0,0,0.0,0.0
877,0,3,0,1.0,0.0,2.0,0,0.0,0.0
878,0,3,0,2.0,0.0,2.0,0,0.0,0.0
879,1,1,1,3.0,4.0,0.8,1,2.0,0.4
880,1,2,1,1.0,2.0,1.8,0,2.0,0.4
881,0,3,0,2.0,0.0,2.0,0,0.0,0.0
882,0,3,1,1.0,1.0,2.0,0,1.0,0.0
883,0,2,0,2.0,1.0,1.8,0,0.0,0.0
884,0,3,0,1.0,0.0,2.0,0,0.0,0.0
885,0,3,1,3.0,3.0,2.0,2,2.0,2.0
886,0,2,0,2.0,1.0,1.8,0,3.0,0.0
887,1,1,1,1.0,3.0,0.4,0,1.0,0.0
888,0,3,1,1.0,2.0,2.0,0,1.0,1.2
889,1,1,0,1.0,3.0,0.8,1,0.0,0.0
890,0,3,0,2.0,0.0,2.0,2,0.0,0.0
